ID,Description,Entry_ID,Comment,Media_IDs,Semantic_Domain,alt_translation1
SN001709,forever,LX001282,,,,вечно
SN001710,as; like,LX001283,,,,как; похоже
SN001711,face forward,LX001284,,,,анфас; лицом вперёд
SN001712,prying; opposite,LX001285,,,,ничком; напротив
SN001713,type of food,LX001286,,,Food,дават
SN001714,war; battle,LX001287,,,,война; битва
SN001715,[past tense clitic],LX001288,,,,[прошедшее время клитика]
SN001716,[second person singular present tense clitic],LX001289,,,,[второе лицо единственное число настоящее время]
SN001717,[first person singular present tense clitic],LX001289,,,,[первое лицо единственное число настоящее время]
SN001718,[first person present tense clitic],LX001289,,,,[первое лицо настоящее время]
SN001719,[plural suffix],-de,,,,[множественное число]
SN001720,reinforce (perfective aspect); close (perfective aspect); fasten (perfective aspect),LX001290,,,,укрепить; усилить; закрыть
SN001721,hide and seek,LX001291,,,,прятки (игра)
SN001722,close (imperfective aspect); fasten (imperfective aspect); harden (imperfective aspect),LX001292,,,,закрываться; твердеть
SN001723,close (perfective aspect); fasten (perfective aspect); harden (perfective aspect),LX001293,,,,закрыться; затвердеть
SN001724,tight; hard; solid,debgace,,,,крепкий; твердый
SN001725,closed; hidden,debgace,,,,закрытый
SN001726,fix (perfective aspect); consolidate (perfective aspect),LX001294,,,,закрепляться
SN001727,rigidity,debgadex,,,,жесткость
SN001728,tough; hard,debgal,,,,жестко; крепко
SN001729,prayer,LX001295,,,Religion & Mythology,намаз; молитва
SN001730,glow (perfective aspect),LX001296,,,,накалять
SN001731,chit,LX001297,,,,крошка
SN001732,sadness,LX001298,,,,печаль
SN001733,alcohol,LX001299,,,,спиртные напитки
SN001734,alcoholic; drinker; drunkard,LX001300,,,,алкоголик; пьяница
SN001735,drinker; alcoholic; drunkard,LX001301,,,,алкоголик; пьяница
SN001736,get drunk (imperfective aspect),LX001302,,,,спаивать
SN001737,urging a donkey; stop!,LX001303,,,,понукание для осла; стоп
SN001738,dung,dek_1,,,,кал; навоз
SN001739,thresh,dek_2,,,,молотить
SN001740,thresh (perfective aspect),LX001304,,,,смолотить
SN001741,thresh (imperfective aspect),LX001305,,,,молотить
SN001742,heavy,LX001306,,,,тяжёлый
SN001743,cargo; weight; load,LX001307,,,,груз; тяжесть; вес
SN001744,[conditional suffix],-del_1,,,,[условный показатель]
SN001745,[derivational clitic for the formation of nonspecific indefinite pronouns],-del_2,,,,[словообразование неопределённых местоимений]
SN001746,dancing,delq,,,,танец
SN001747,corn; grain,LX001308,,,Food,зерно
SN001748,Derbent,Derbent,,,Toponym,Дербент
SN001749,fried grain,LX001309,,,,жареное зерно
SN001750,cheers,derqab,,,,на здоровье
SN001751,dried apricots,LX001310,,,Food; Loanword,курага
SN001752,congealed blood,LX001311,,,,застывшая кровь
SN001753,kefir; yogurt,dertur_nejg,,,,кефир; простокваша
SN001754,sufficient; enough,LX001312,,,,достаточно
SN001755,ancient,LX001313,,,Time,древний
SN001756,ancient; old things,LX001314,,,,древний; старьё
SN001757,old; ancient,LX001315,,,,старинный; древний
SN001758,[nominalizer],-dex,,,,[номинализатор]
SN001759,load,LX001316,,,Measure,груз
SN001760,[first person habitual past],-di,,,,[первое лицо хабитуальное прошедшее время]
SN001761,ugly; unattractive,LX001317,,,,некрасивый; безобразный
SN001762,ugly,LX001318,,,,некрасиво
SN001763,copper,LX001319,,,,медь
SN001764,meat,dig,,,Food,мясо
SN001765,meat-chopper,digitan,,,Tool,мясорубка
SN001766,meat sauce,LX001320,,,,мясной соус
SN001767,love,LX001321,,,,любовь
SN001768,fall in love (perfective aspect),LX001322,,,,влюбиться; влюбляться
SN001769,different; miscellaneous; varied; separate,LX001323,,,,разный
SN001770,different; separate,LX001324,,,,разный
SN001771,different; separate,LX001325,,,,разный
SN001772,choose (perfective aspect); differentiate (perfective aspect); separate (perfective aspect),LX001326,,,,выбрать; избрать; различить
SN001773,split up (perfective aspect); go apart (perfective aspect); fall apart (perfective aspect),LX001327,,,,распасться; разниматься
SN001774,split up (imperfective aspect); go apart (imperfective aspect); fall apart (imperfective aspect),LX001328,,,,распадаться; разниматься
SN001775,choose (imperfective aspect); differentiate (imperfective aspect); separate (imperfective aspect),LX001329,,,,выбирать; избирать; различать
SN001776,split up (perfective aspect); change (perfective aspect); swap (perfective aspect),LX001330,,,,измениться; поменяться
SN001777,change; difference,LX001331,,,,изменение различие; разница
SN001778,differently; apart; separately,LX001332,,,,по-другому; отдельно
SN001779,[first person singular genitive]; my,dila,,,,мой
SN001780,religion; belief,din,,,Religion & Mythology; Loanword,религия; вера
SN001781,stocking; sock,dindi,,,Clothes; Loanword,носок; чулок
SN001782,knit (perfective aspect),LX001333,,,,вязать
SN001783,needle,LX001334,,,,спица
SN001784,preacher,LX001335,,,Religion & Mythology; Profession,проповедник
SN001785,dealer; trader; merchant,dircan,,,Profession,продавец; торговец
SN001786,article of trade,LX001336,,,,товар
SN001787,parting,LX001337,,,,пробор
SN001788,fog,LX001338,,,,туман
SN001789,bow,LX001339,,,Tool,лук
SN001790,bow-and-arrow,LX001340,,,,лук-стрела
SN001791,plains; plane,LX001341,,,,равнина; плоскость
SN001792,valley,LX001341,,,,долина
SN001793,valley,LX001342,,,,долина
SN001794,flat; plain; smooth,LX001343,,,,равнинный; ровный; прямой
SN001795,plain,LX001344,,,,ровный; плоский
SN001796,stick; club; bludgeon,LX001345,,,Tool,палка; дубина
SN001797,seasoning,LX001346,,,,приправы
SN001798,yule,LX001347,,,,юла
SN001799,knife,dis,,,Tool; Housing & Lifestyle,нож
SN001800,handkerchief,LX001348,,,,платочек; носовой платок
SN001801,divan; couch; sofa,diwan,,,Housing & Lifestyle; Loanword,диван
SN001802,judge (perfective aspect),LX001349,,,,судить
SN001803,village council,LX001350,,,,сельсовет
SN001804,rope; string; cord,LX001351,,,Tool,верёвка
SN001805,around; round,LX001352,,,,вокруг; кругом
SN001806,I; me; [first person singular],du,,,,я
SN001807,mountain,dubura,,,,гора
SN001808,mountain peak; summit; mountain top,duburala_muza,,,,вершина горы; макушка
SN001809,Caucasian goat; grasshopper,LX001353,,,Animal,тур кавказский; горный козёл; кузнечик
SN001810,chirr,LX001354,,,,стрекот
SN001811,mountain,duburlan,,,,горный
SN001812,measure of grain,dubx,,,Measure,мерка зерна
SN001813,type of drink,ducrum,,,Food,напиток
SN001814,dutsa,LX001355,,,Toponym,дуца
SN001815,to the forest,LX001356,,,,в лес
SN001816,run,LX001357,,,,бежать
SN001817,sweating sickness; heat rash,LX001358,,,,потница
SN001818,disperse (perfective aspect); chase (perfective aspect),LX001359,,,,разгонять; погнать (бегом)
SN001819,run,LX001360,,,,бегать
SN001820,running,LX001361,,,,бегом
SN001821,run (imperfective aspect),LX001362,,,,бегать
SN001822,run (perfective aspect),LX001363,,,,побегать
SN001823,run (imperfective aspect); rush (perfective aspect),LX001364,,,,бегать
SN001824,chase (perfective aspect),LX001365,,,,погнать (бегом)
SN001825,run (perfective aspect); rush (perfective aspect),LX001366,,,,бегать
SN001826,running,LX001367,,,,бегом
SN001827,drinks,LX001368,,,,напитки
SN001828,night,LX001369,,,Time,ночь
SN001829,firefly; glowworm,LX001370,,,Animal,светляк; светлячок
SN001830,day and night,LX001371,,,,днем и ночью
SN001831,at night,LX001372,,,Time,ночью
SN001832,night,LX001373,,,,ночной
SN001833,snow,LX001374,,,,снег
SN001834,copulate,LX001375,,,,совокупляться
SN001835,snowdrift,LX001376,,,,сугроб
SN001836,placenta,LX001377,,,Body part,плацента
SN001837,spindle,duk,,,Tool,веретено
SN001838,laugh (perfective aspect),LX001378,,,,засмеяться
SN001839,apron,dukala_1,,,Clothes,фартук; передник
SN001840,into the apron; into the arms,dukala_2,,,,в фартук; на руки
SN001841,joke; mocking,LX001379,,,,насмешка
SN001842,mockery; ironic smile,LX001380,,,,усмешка; насмешка
SN001843,shepherd,LX001381,,,Profession,чабан
SN001844,shepherdship,LX001382,,,,чабанство
SN001845,yoke,LX001383,,,Tool,ярмо; иго
SN001846,pus,dule,,,,гной
SN001847,liver,LX001384,,,Body part,печень
SN001848,sleeve,LX001385,,,,рукав
SN001849,edge; rim,dum,,,,край; берег
SN001850,fast (perfective aspect); be silent (perfective aspect),dum_bucij,,,Religion & Mythology,поститься; замолчать; молчать
SN001851,breakfast; food,dumbat,,,Food,завтрак; еда
SN001852,month of Ramadan; month of fasting,dumcila_bac,,,,месяц Рамазан; месяц поста
SN001853,extreme,dumlebce,,,,крайний
SN001854,along,LX001386,,,,вдоль
SN001855,world,dune,,,Loanword,мир
SN001856,fat tail,LX001387,,,Body part,курдюк; курдючный жир; сало
SN001857,egg,duqu,,,Food,яйцо
SN001858,yolk,duqula_buqu,,,Food,желток
SN001859,ard; wooden plough,durac,,,Tool,деревянный плуг; соха
SN001860,wagtail,LX001388,,,Animal,трясогузка
SN001861,stall,duraz,,,Housing & Lifestyle,стойло
SN001862,threshing floor,durazi,,,Housing & Lifestyle,гумно
SN001863,threshing floor,durazla_qar,,,,гумно
SN001864,comb (perfective aspect),LX001389,,,,прочесывать шерсть
